"","group","ADH1C","ANGPTL1","COL10A1","COL11A1","COL6A6","F12","FGF2","GJB2","HPGDS","MME","NR4A1","RPS24","SOX9","WNT11"
"GSM1045293","Tumor",2.11771931198211,2.06153507604552,5.5617812657611,7.4343468065086,2.07528234312603,6.54228668766846,3.94006094495407,7.18852350805771,2.27960640284753,2.03847895465647,6.51728913175309,5.17898009713962,6.87977133440912,2.56305480558193
"GSM1045294","Tumor",2.0385602785542,2.06153507604552,4.1862984807174,6.10215704146271,2.09228046223413,3.16731547332333,2.47778460917695,2.34246190427898,2.24415886855236,2.03847895465647,3.65799148192944,6.53445662823694,7.96618017015575,2.10728248702807
"GSM1045299","Tumor",2.0385602785542,2.14898734848542,7.40164918029403,8.65763884325308,2.06787829367633,5.29843398991353,2.51745501237734,7.37999914520416,2.87844895189746,2.64128022742936,4.89571291897254,6.26260222492165,4.77857137117332,2.34200480713849
"GSM1045301","Tumor",3.1233521572691,2.06153507604552,6.38006010522569,8.89413207649037,2.07528234312603,3.89083018615628,2.84460582924881,4.96962513624239,2.97969120365998,2.85933208750317,6.01044122968092,5.23796764247796,5.32536566944745,3.72263615242142
"GSM1045302","Tumor",2.0385602785542,2.06153507604552,3.38417006683249,7.18090173099671,2.07528234312603,3.37178309010103,2.79733210659592,4.66085266169287,3.37444579653781,2.30804952726939,4.01587144229043,4.28036754647102,5.28837692451438,3.2166078627089
"GSM1045304","Tumor",2.00705192836829,2.06153507604552,6.39551514600052,4.5607846706911,2.16791713756865,3.37178309010103,2.5423049814455,5.40223345186265,3.05757613343278,3.15099480157157,6.41165780600345,6.21350567863407,4.1189049605806,2.26400690005566
"GSM1045305","Tumor",2.24664464394947,2.06153507604552,5.43662308782334,6.70468086603364,2.07528234312603,5.59371698397586,2.47778460917695,4.82481972603296,2.62205107534215,2.30804952726939,5.14126926943544,4.40541706539836,3.10788212404356,3.10562934941022
"GSM1045307","Tumor",2.0385602785542,2.06153507604552,6.57772847782177,5.35233551856693,4.22382351357279,5.00935792832654,2.53879596021483,4.85496331061985,2.51729092551186,4.5979449219626,4.34828004627665,6.649114863881,5.72160004534914,6.16203769143384
"GSM1045308","Tumor",2.16668045729851,2.06153507604552,6.84985117985204,8.39340157499795,2.76335797867154,5.29588947202083,2.62344820163852,5.82587594019948,2.27960640284753,2.97471302758488,3.20770262360262,6.66040588884844,6.29802949284779,3.38756608098603
"GSM1045309","Tumor",2.0385602785542,2.09344553557295,7.77535630043669,9.51207796471263,2.54577033776718,5.8914698219865,2.47778460917695,6.65257362385697,2.82622314731783,2.78402197454562,4.61656915642746,7.36354221870201,4.19079892182257,2.91261531724989
"GSM1045311","Tumor",2.46331354343965,2.06153507604552,7.72223147137125,8.39395040156221,2.07528234312603,5.44756963939179,2.47044494661414,6.94990748203566,3.81525237023575,2.33789647595767,5.53068930845995,5.88454179034513,6.13545606726564,2.26400690005566
"GSM1501818","Tumor",2.99199635983186,2.93802669927601,6.11268690311539,6.95364632848793,2.81992072516368,4.16247945741256,3.00502327923712,5.30234273657556,3.85069336312135,2.91529950499723,5.19289328995077,5.88389182692311,4.93100445444555,2.4167858818056
"GSM1501819","Tumor",3.28010861475667,3.23293155551211,5.92009561979373,6.73472998093444,2.59859064482025,4.97714322029683,3.56405152395945,5.12008841640758,3.95276955079876,3.69265807051708,5.41412174260545,5.27294356230636,4.77963555549499,3.4879731529859
"GSM1501820","Normal",4.44148279627984,3.85296988758412,2.16701973012266,2.24687723963473,4.80789821982658,4.18936381895794,3.57203111403728,1.5095702349493,3.51662802309834,4.94556379550015,4.92774863932886,4.64322079342882,5.45030695858583,4.29732744897205
"GSM1501821","Tumor",2.94305782782795,-0.0867547820739665,4.23022955149744,5.02907623136498,3.08462214174125,5.14334034220995,2.87339717534528,3.26002513645089,2.99014989699757,2.86513764744986,3.31711838001566,5.90367982007845,5.08902085336977,2.10699407364796
"GSM1501822","Tumor",1.2378551060876,1.76367069687046,5.56405251797522,6.04673486512006,-2.99320413425692,4.49076576687955,4.07530420099313,5.1388938371709,2.8274486071226,2.82614077609926,4.62743350532535,6.1739604482459,6.06118087429511,3.82253675631529
"GSM1501823","Tumor",2.31468431012966,2.56061143713626,6.41881360137475,7.0699421875284,2.37962575658488,4.96805548198003,3.64861013748007,5.65640265846481,3.8615709388544,3.95528132266737,4.32576469014407,4.88841297233711,4.60194261169957,2.84595989043394
"GSM1501824","Tumor",0.130731261088704,2.57742955257307,5.6205220014438,6.60768324962112,2.68636420206073,5.7391462397488,2.59535534382582,4.87114908961909,2.77653735047487,3.45700309164245,3.60303486862798,5.83356263205244,5.15818728330699,4.1815207644111
"GSM1501825","Tumor",0.171689268821871,2.08974750853774,4.23616959366414,4.86435155770118,2.6651459447122,5.03014411016736,3.0960174426466,4.53338179241308,2.68361320970009,4.98963573578575,3.74565615501775,5.77622379951126,5.37825879977197,2.3828282638988
"GSM1501826","Tumor",1.86136681032747,2.692432437049,4.78292770772471,5.2221206587221,1.35940782432285,5.19165209114558,1.15042902342143,4.24296527838312,2.74665700587698,1.92558251171186,3.95106870480679,5.17538563587741,5.232907438835,3.88991719390117
"GSM1501830","Tumor",3.10863022326074,2.45889660474092,5.46205989289475,6.1686685512689,2.7735936338262,5.29345823490731,3.70507399329104,4.38914308426853,3.84133956037763,2.66128808860431,5.05438326303622,5.33032299000795,5.22457928904257,2.44177695235625
"GSM1501831","Tumor",2.9802277305853,0.648401725635644,5.80914297804877,6.8124160514761,3.15294578908799,4.64586210182192,3.70290178208323,5.72038703119304,2.63608558413446,3.52318807981142,4.14912532096885,4.91344534048464,5.27867696367175,2.82299144470935
"GSM1501832","Tumor",4.30296477753234,3.7655216672385,5.93642371393167,6.79138704104198,3.95630239722049,5.06159060211157,4.01243128023642,5.25138917873677,4.05174531901728,4.53521573968366,5.28508373642108,5.63555473248101,5.14985612470192,4.56850652492698
"GSM1501833","Tumor",3.98657751998217,2.69158900945567,6.18667835374678,6.96635076354003,3.37827946624856,4.84247938137902,3.59784789707531,5.48202093788464,3.83071821542592,3.77377949196892,4.31156502424116,5.49409369035123,5.2825313489866,4.00972125429595
"GSM1501835","Tumor",2.36355344726005,3.0775510084513,5.38805050104534,5.53063969651854,2.00877878482102,5.35456998401777,3.33879012207386,4.52913232671317,2.29256436150056,1.41270387438546,4.49159195237455,5.4501327441056,4.85533210845491,1.85104435808053
"GSM1501837","Tumor",-0.307868444608616,2.50520605194205,4.96460586276907,6.44858765974438,3.14080110716691,4.83387018585903,0.742105259062353,4.51764246706365,2.80747243328651,3.64611230960136,4.79255054711941,5.78493552782356,5.71913227899305,5.22375600084267
"GSM1501838","Tumor",2.1486924776158,2.7315813781463,5.91411194668068,6.66522225893113,3.62324360859261,5.1612211418421,0.849960371062512,5.5854972833322,3.78667186998988,3.52023141752195,5.97307337238734,5.49955622104094,4.74342979300568,2.15666402715491
"GSM1501839","Tumor",3.1422237055863,2.77422607265165,5.35559052747125,5.59290648733782,1.51723039314224,4.80571504585639,3.376614199164,4.28425245441619,2.99066604714139,3.25398807389009,5.06685824727681,5.22038146860959,4.85313598951217,3.8056734880016
"GSM1501841","Tumor",1.51693367880499,2.46557132525649,5.04705469727768,5.89959003999315,3.42453251597314,4.15891972331819,3.47902398903272,4.544798778108,2.48648938671485,2.71735801693164,4.14693999051871,5.40712996543756,5.56331192255481,4.56666277971454
"GSM1501845","Tumor",3.75603486064374,3.28341878969004,5.20115318738583,6.14974673532139,3.88877651572235,5.08064607150276,3.39419660147867,4.63779953888543,2.44635367136865,5.17903128845155,5.22935048520887,5.06140027817584,6.20378383858319,4.09651501542669
"GSM1501846","Tumor",3.41265315432547,0.979191745875269,5.94761147601256,7.07489618381769,2.34915435965745,4.79052929475661,1.41090819134697,5.7311890872058,3.68387960597907,3.36276525780182,4.8563791329079,6.26296908425245,5.62758179403791,1.49429062528749
"GSM1501847","Tumor",3.5829514295594,3.18560277420607,5.71103215382528,6.30850979425174,3.69151149019803,5.76237646838248,3.63564013994339,4.12651546286153,3.64581518576624,3.77841933295553,5.05172030341672,5.01567020868644,3.92924151051053,2.75143237164778
"GSM1501848","Tumor",3.29158575268936,1.58221542102758,5.10861043253965,5.39365011128349,1.47944133266765,5.36765727623939,3.04601441033943,4.13514210295603,3.23432503291625,3.05344606293604,4.22849158126375,5.50602119801724,5.21551706037195,1.86248027330632
"GSM1501849","Normal",4.62188986178805,4.10385593258176,2.42905708219785,3.08633592338196,4.18535809976878,4.57834864105315,3.97755707847113,2.2955061637101,3.94443201721611,5.37782604311545,6.1370972756413,4.75690304365255,5.37997087647939,4.70577893048628
"GSM1501850","Tumor",0.687627194433991,2.74474414097131,4.39415709908813,2.65213893231813,2.68083760468349,5.1161243333478,3.12545480024936,2.73475414181091,2.48753428889509,3.21631901952101,4.93662718212918,5.5254758642293,5.49718155967411,4.88483349394267
"GSM1501851","Tumor",2.28987866005926,2.53292232786221,5.4829704160327,6.64176971281268,2.67469588508218,6.19471453098356,1.47250799444138,6.65729406550032,3.47238916738229,3.66694992619667,3.80438108789638,6.22410833778274,5.049794208744,0.601315952650921
