"","group","ADH1C","ANGPTL1","COL10A1","COL11A1","COL6A6","F12","FGF2","GJB2","HPGDS","MME","NR4A1","RPS24","SOX9","WNT11"
"GSM1501852","Tumor",0.637838314231118,2.42649072933596,6.04305258333352,6.61930973709918,2.98565304800977,4.33467416999764,0.56437818366675,5.36948620027389,3.0674510541202,4.11579531514226,4.32099455502304,5.47009183589663,5.14930307787088,4.25788257185988
"GSM1501853","Tumor",2.2932584600741,2.05281604034512,5.11627714411232,5.05947640209043,2.15242210691365,5.19275712986758,3.73361767853897,4.46642360393417,2.30368842413745,2.24244755500457,4.45573591921621,5.19507416566804,4.94548743647594,2.4323173460482
"GSM1501855","Tumor",3.94490914826007,3.48835899569129,5.75632792699702,6.37243269602933,3.39596155589515,4.50555010718341,3.5085138633492,5.31243173678692,3.72500398038328,3.90205923841834,4.69359205407379,5.35223191514093,5.59953333773415,3.32695771403371
"GSM1501857","Tumor",2.93086337407336,1.38500515536913,5.89634343046227,6.84050631270742,2.91678066203614,5.11142150608141,1.74412139075046,5.88301620335205,4.13975276936444,3.54677261908342,3.98587963775479,5.60767287237264,3.76087608965231,4.11319051235939
"GSM1501859","Tumor",3.07200057587587,1.14053111336876,5.90641619444022,6.4919502245205,2.72198976985919,5.14096149060772,3.7982974013067,5.12901058884345,2.75498065794351,4.02445551808937,4.4987459165469,5.77785165961682,5.21683987099723,2.63014886827913
"GSM1501860","Tumor",3.70560767729152,0.381826439514024,5.56231070033629,6.41157775830457,3.6875031262044,4.6020075018425,3.68733493934279,5.41464137760669,3.61573965230194,4.25639934877097,5.27232136459127,5.6865574643295,4.70523859528065,1.66666539898709
"GSM1501861","Tumor",3.27449081446849,3.07945689428668,5.81983040216469,6.85419665232471,3.27595819805348,3.83938005152012,2.81545403227273,5.68890709582836,3.47927858682756,4.38184924537399,4.03750344332572,5.73737800133386,4.73426718028877,2.28165171368017
"GSM1501864","Tumor",-0.226323290155779,2.81857922305138,5.20636516177537,6.3216226144741,3.43333492580406,5.2805861531819,1.29126520862789,4.24090101169071,2.85567247010682,3.4765276532723,4.44741280484771,5.76410913243732,5.48472343149244,2.52464573957487
"GSM1501866","Tumor",3.80770453189464,2.64685473426302,5.67330449857833,6.01149998278748,3.17018458325354,4.87720819000446,3.64027643713442,5.02189967530249,3.74939257628881,3.55921420026973,5.10401579871533,5.22289675067839,4.55368730483179,3.93041844500923
"GSM1501867","Tumor",3.02362385514048,3.43642030054991,5.83134710053042,6.67801232229066,3.42391308997284,3.85150555345709,3.61303049044786,5.40447322121135,3.59206939562925,3.2734776958171,4.95724972973377,5.41804311901749,4.65393115022224,4.00290684632149
"GSM1501868","Tumor",4.25330460640723,2.67770929103355,5.71396124976874,6.77151588897627,3.19439755235641,4.47593845217935,3.57947257114265,4.72237572790836,3.59083130466446,3.92836734610208,4.03785531643323,5.35175438826792,4.86975161393343,0.66627167622353
"GSM1501869","Tumor",4.19775176452026,2.79275755487863,4.70255501959429,5.12602284192167,1.88523941973729,5.44505395182429,3.58899869721153,4.30083786980574,3.5613442696161,3.22102657841861,4.86213369741685,5.42990151956326,4.94285069059708,2.81376254707684
"GSM1501870","Tumor",3.49601826074653,1.36329357963109,5.69671918534688,6.60787218791002,1.88717562758435,5.07643834099927,3.94546797682499,5.4878889453559,3.8286735917205,2.89537065348952,4.29039712222159,5.42035720763651,5.12338439318624,3.37344267358845
"GSM1501871","Tumor",2.94204677151829,3.1679355905906,5.34663016652827,6.38000644621184,3.40390037862032,4.77480693613008,3.6001860134614,4.69497670622268,3.23593184517597,3.18879703538811,4.83497124899258,5.61998128189582,5.35950145255227,2.79607727281139
"GSM1501872","Tumor",3.67148317336289,3.05292528210808,5.27049134969813,5.87432850526993,2.3280563117058,5.08076118317688,3.7302447090364,4.54406225446584,3.4831316724851,3.07232753878241,4.63234490208319,4.51279660815811,5.89425315138983,3.34768046236539
"GSM1501874","Tumor",4.20388939388074,2.07284359666312,5.3427120668782,4.45949332318137,1.81033163157182,5.95705504975787,2.56732317372713,2.74487735891655,2.41682939556016,3.92912409673134,4.57283738993724,5.82390323081047,3.82902894579243,2.27110800422113
"GSM1501875","Tumor",4.7721723812522,3.23238891837514,5.34993919738075,6.17755413029308,3.27256451554889,3.87706429617073,3.57102836098669,5.26624088220297,4.07239387583111,3.61137790630584,4.93200842650129,5.08489975764051,5.10991243117308,3.29432586187323
"GSM1501876","Tumor",3.39304465331356,2.61497376966548,5.75305187371671,6.73518652800351,3.58764791980879,5.38752578451004,3.43484811851042,5.3167076305098,3.72815820322723,3.55489672499385,4.86519206320627,5.48091883941993,5.57190739895755,4.35976680214417
"GSM1501879","Normal",4.66477026853078,3.68645393673336,2.20944023135952,2.21441270643837,4.8720231039144,4.0246394109785,4.03173961107772,2.28380432826419,3.90446556093427,4.6274849530101,5.10184648318467,5.27666260870456,5.20096078573353,4.63494768139545
