"Module"	"Gene1"	"Gene2"
"M1"	"KDM6B"	"CCT7"
"M1"	"KDM6B"	"ICOS"
"M1"	"KDM6B"	"VAMP7"
"M1"	"KDM6B"	"SYNC"
"M1"	"KDM6B"	"TXLNA"
"M1"	"KDM6B"	"ATF3"
"M1"	"KDM6B"	"CYP4F3"
"M1"	"KDM6B"	"EHMT1"
"M1"	"ID3"	"SRFBP1"
"M1"	"ID3"	"SUN2"
"M1"	"ID3"	"RABIF"
"M1"	"ID3"	"CIC"
"M1"	"ID3"	"MRPL49"
"M1"	"ID3"	"FBXO38"
"M1"	"ID3"	"BANK1"
"M1"	"ID3"	"GTF2B"
"M1"	"ID3"	"ABCE1"
"M1"	"ID3"	"EEF1A2"
"M1"	"ID3"	"CEP57"
"M1"	"ID3"	"NMT2"
"M1"	"ID3"	"TNP1"
"M1"	"ID3"	"PTEN"
"M1"	"ZCCHC24"	"RASGRF1"
"M1"	"ZCCHC24"	"PSMD8"
"M1"	"ZCCHC24"	"NCOA2"
"M1"	"ZCCHC24"	"HIST2H2AA4"
"M1"	"ZCCHC24"	"EFNA1"
"M1"	"ZCCHC24"	"SUN1"
"M1"	"ZCCHC24"	"ADRB2"
"M1"	"ZCCHC24"	"PTP4A1"
"M1"	"ZCCHC24"	"SERPINA12"
"M1"	"ZCCHC24"	"MT3"
"M1"	"ZCCHC24"	"BBC3"
"M1"	"ZCCHC24"	"MLC1"
"M1"	"ZCCHC24"	"AICDA"
"M1"	"ZCCHC24"	"STAT3"
"M1"	"ZCCHC24"	"TOP1"
"M1"	"GRIA2"	"ATP9A"
"M1"	"GRIA2"	"SLC4A11"
"M1"	"RPL37A"	"PDE8B"
"M1"	"EME1"	"PRDX4"
"M1"	"EME1"	"SIRPA"
"M1"	"EME1"	"SCN4A"
"M1"	"EME1"	"DNAJC3"
"M1"	"EME1"	"ADAM17"
"M1"	"EME1"	"APOLD1"
"M1"	"EME1"	"TMEM223"
"M1"	"EME1"	"SPEG"
"M1"	"DDR2"	"PTP4A1"
"M1"	"DDR2"	"LSM10"
"M1"	"DDR2"	"HDAC5"
"M1"	"DDR2"	"GDI2"
"M1"	"JPH1"	"CPNE2"
"M1"	"JPH1"	"CRYAB"
"M1"	"GRIK4"	"LAMA2"
"M1"	"GRIK4"	"FBLN1"
"M1"	"GRIK4"	"CSTA"
"M1"	"TSHZ3"	"DHRS13"
"M1"	"DARC"	"ACACB"
"M1"	"DARC"	"ALOX15B"
"M1"	"TACC1"	"KCNJ5"
"M1"	"TACC1"	"EIF2AK2"
"M1"	"TACC1"	"GAD2"
"M1"	"TACC1"	"CFLAR"
"M1"	"TACC1"	"PRDM2"
"M1"	"TACC1"	"EYA2"
"M1"	"TACC1"	"SNRNP27"
"M1"	"TACC1"	"CXCR3"
"M1"	"TACC1"	"CSMD1"
"M1"	"TACC1"	"RIMS4"
"M1"	"TACC1"	"NAA50"
"M1"	"TACC1"	"MPPED1"
"M1"	"TACC1"	"FOLR3"
"M1"	"TACC1"	"PTP4A1"
"M1"	"TACC1"	"TSC22D3"
"M1"	"TACC1"	"ZNF836"
"M1"	"TACC1"	"GCG"
"M1"	"TACC1"	"DNALI1"
"M1"	"TACC1"	"FGGY"
"M1"	"TACC1"	"SV2A"
"M1"	"TACC1"	"ADCY2"
"M1"	"MTRF1"	"ALOX15B"
"M1"	"ATG12"	"PLIN1"
"M1"	"ATG12"	"PCYOX1"
"M1"	"SPDL1"	"ICAM2"
"M1"	"SPDL1"	"RHOH"
"M1"	"SPDL1"	"ARHGAP6"
"M1"	"DDX20"	"MLLT11"
"M1"	"NREP"	"PLAGL1"
"M1"	"DUSP11"	"ABCA6"
"M1"	"HSPB2"	"TESK2"
"M1"	"HSPB2"	"MT1X"
"M1"	"HSPB2"	"ZCCHC11"
"M1"	"HSPB2"	"IL18"
"M1"	"HSPB2"	"GATA5"
"M1"	"HSPB2"	"PTP4A1"
"M1"	"HSPB2"	"SCN1A"
"M1"	"HSPB2"	"PHGDH"
"M1"	"HSPB2"	"KPNA5"
"M1"	"HSPB2"	"RPL18"
"M1"	"HSPB2"	"TGM3"
"M1"	"HSPB2"	"ZNF2"
"M1"	"HSPB2"	"ELAVL2"
"M1"	"MAU2"	"KLHL13"
"M1"	"MAU2"	"PPL"
"M1"	"TRIM28"	"PBX3"
"M1"	"TRIM28"	"LIN28A"
"M1"	"TRIM28"	"PID1"
"M1"	"TRIM28"	"DHRS13"
"M1"	"MMP2"	"PPL"
"M1"	"MMP2"	"NMT2"
"M1"	"MMP2"	"MLLT11"
"M1"	"MRVI1"	"LINGO1"
"M1"	"NEK2"	"NOVA1"
"M1"	"MAS1"	"TIMP2"
"M1"	"MAS1"	"PLAGL1"
"M1"	"EFNB2"	"ID4"
"M1"	"EFNB2"	"PEMT"
"M1"	"EFNB2"	"RAMP1"
"M1"	"DCX"	"ID4"
"M1"	"DCX"	"DHRS13"
"M1"	"DCX"	"LDB2"
"M1"	"DCX"	"CFL2"
"M1"	"TSC22D4"	"ATP9A"
"M1"	"ARNT2"	"PTP4A1"
"M1"	"ARNT2"	"DENND2D"
"M1"	"ARNT2"	"LGALS4"
"M1"	"ARNT2"	"PEF1"
"M1"	"ARNT2"	"LNX2"
"M1"	"NFIX"	"SPARC"
"M1"	"NFIX"	"CDK5"
"M1"	"NFIX"	"S100A13"
"M1"	"NFIX"	"CRYAA"
"M1"	"NFIX"	"JUN"
"M1"	"NFIX"	"CACNA1D"
"M1"	"NFIX"	"MRPS25"
"M1"	"NFIX"	"AZI2"
"M1"	"NFIX"	"RRM2"
"M1"	"NFIX"	"ANAPC16"
"M1"	"NFIX"	"ZCCHC11"
"M1"	"NFIX"	"HPRT1"
"M1"	"NFIX"	"EFNA3"
"M1"	"NFIX"	"TRPV6"
"M1"	"NFIX"	"UBE2L6"
"M1"	"NFIX"	"SEMG1"
"M1"	"NFIX"	"TIPIN"
"M1"	"NFIX"	"SLC31A1"
"M1"	"NFIX"	"PTP4A1"
"M1"	"NFIX"	"CD1D"
"M1"	"NFIX"	"DCUN1D5"
"M1"	"NFIX"	"FBXO22"
"M1"	"NFIX"	"ZC3H11A"
"M1"	"NFIX"	"RPAP1"
"M1"	"NFIX"	"RALY"
"M1"	"NFIX"	"NEUROG1"
"M1"	"NFIX"	"DPH2"
"M1"	"NFIX"	"MED12L"
"M1"	"NFIX"	"GSTA2"
"M1"	"NFIX"	"ART1"
"M1"	"NFIX"	"HSDL2"
"M1"	"NFIX"	"RNPC3"
"M1"	"NFIX"	"CNTN3"
"M1"	"NFIX"	"DLX2"
"M1"	"NFIX"	"CD86"
"M1"	"ZNF143"	"PDE8B"
"M1"	"APH1B"	"PLAGL1"
"M1"	"APH1B"	"LAMA4"
"M1"	"FLT1"	"SDC1"
"M1"	"ACOX2"	"HRH3"
"M1"	"ACOX2"	"CD163"
"M1"	"ACOX2"	"TEP1"
"M1"	"ACOX2"	"PSMB9"
"M1"	"ACOX2"	"C18orf32"
"M1"	"ACOX2"	"CBL"
"M1"	"ACOX2"	"PHACTR4"
"M1"	"ACOX2"	"VPS72"
"M1"	"ACOX2"	"FBXL4"
"M1"	"ACOX2"	"TAPBP"
"M1"	"ACOX2"	"PPL"
"M1"	"ACOX2"	"ATP6V1G1"
"M1"	"ACOX2"	"FAM83G"
"M1"	"ACOX2"	"MLLT1"
"M1"	"ACOX2"	"ACKR3"
"M1"	"ACOX2"	"TSNAX"
"M1"	"ACOX2"	"TRO"
"M1"	"ACOX2"	"TUBA1C"
"M1"	"ACOX2"	"PPAP2B"
"M1"	"ACOX2"	"EPN1"
"M1"	"ACOX2"	"KIFC1"
"M1"	"ACOX2"	"KDM5A"
"M1"	"ACOX2"	"UBE2L6"
"M1"	"ACOX2"	"FBLN5"
"M1"	"ACOX2"	"AGRN"
"M1"	"ACOX2"	"CCR4"
"M1"	"ACOX2"	"NEIL1"
"M1"	"ACOX2"	"KDM3A"
"M1"	"ACOX2"	"BCAP29"
"M1"	"ACOX2"	"AHRR"
"M1"	"ACOX2"	"REG1A"
"M1"	"ACOX2"	"TIGIT"
"M1"	"ACOX2"	"CYP11A1"
"M1"	"ACOX2"	"SLC1A1"
"M1"	"ACOX2"	"EEF1B2"
"M1"	"ACOX2"	"BHLHB9"
"M1"	"ACOX2"	"CBLL1"
"M1"	"ACOX2"	"PRKAB2"
"M1"	"ACOX2"	"KLHDC9"
"M1"	"ACOX2"	"PRF1"
"M1"	"ACOX2"	"VPS28"
"M1"	"ACOX2"	"APBB1IP"
"M1"	"ACOX2"	"CSRP3"
"M1"	"ACOX2"	"CTBS"
"M1"	"ACOX2"	"RAB5B"
"M1"	"ACOX2"	"PTP4A1"
"M1"	"ACOX2"	"FLCN"
"M1"	"ACOX2"	"MYO18B"
"M1"	"ACOX2"	"SDCBP"
"M1"	"ACOX2"	"GABRR1"
"M1"	"ACOX2"	"ATOX1"
"M1"	"ACOX2"	"F11R"
"M1"	"ACOX2"	"RPL11"
"M1"	"ACOX2"	"MMACHC"
"M1"	"ACOX2"	"SIPA1L3"
"M1"	"ACOX2"	"RINT1"
"M1"	"ACOX2"	"UCN"
"M1"	"ACOX2"	"PALLD"
"M1"	"ACOX2"	"SPICE1"
"M1"	"ACOX2"	"ZNF639"
"M1"	"ACOX2"	"CNTLN"
"M1"	"ACOX2"	"EPHA1"
"M1"	"ACOX2"	"VASP"
"M1"	"ACOX2"	"WFDC5"
"M1"	"ACOX2"	"SNAPC4"
"M1"	"ACOX2"	"CCT4"
"M1"	"ACOX2"	"DDX17"
"M1"	"ACOX2"	"TNPO2"
"M1"	"ACOX2"	"TAGLN"
"M1"	"ACOX2"	"NBN"
"M1"	"ACOX2"	"MCM5"
"M1"	"ACOX2"	"THRB"
"M1"	"ACOX2"	"UBE2R2"
"M1"	"ACOX2"	"BIRC5"
"M1"	"ACOX2"	"GPRC5C"
"M1"	"ACOX2"	"ARPC1B"
"M1"	"ACOX2"	"ELOVL7"
"M1"	"ACOX2"	"CXCR4"
"M1"	"ACOX2"	"WDR48"
"M1"	"ACOX2"	"TMPO"
"M1"	"ACOX2"	"BAIAP2L1"
"M1"	"ACOX2"	"GRTP1"
"M1"	"ACOX2"	"MSRB2"
"M1"	"ACOX2"	"ZNF229"
"M1"	"ACOX2"	"PNPLA6"
"M1"	"ACOX2"	"GTPBP4"
"M1"	"ACOX2"	"ZNF777"
"M1"	"RPP30"	"EPPK1"
"M1"	"RPP30"	"MEIS2"
"M1"	"RPP30"	"DHRS13"
"M1"	"PKMYT1"	"STEAP1"
"M1"	"HEXIM1"	"TSPAN12"
"M1"	"PCGF5"	"OLFML3"
"M1"	"SDC1"	"SELENBP1"
"M1"	"SDC1"	"ARHGEF15"
"M1"	"SDC1"	"GBAS"
"M1"	"SDC1"	"SNRPB2"
"M1"	"SDC1"	"UPK2"
"M1"	"SDC1"	"FBXO8"
"M1"	"SDC1"	"FASTK"
"M1"	"SDC1"	"ITGA8"
"M1"	"SDC1"	"RAD54L"
"M1"	"SDC1"	"STUB1"
"M1"	"SDC1"	"AP3S1"
"M1"	"SDC1"	"TGFB1I1"
"M1"	"SDC1"	"GJD4"
"M1"	"SDC1"	"S100A13"
"M1"	"SDC1"	"LAMC1"
"M1"	"SDC1"	"PIWIL2"
"M1"	"SDC1"	"LAMTOR5"
"M1"	"SDC1"	"AMIGO3"
"M1"	"SDC1"	"SNRNP27"
"M1"	"SDC1"	"REV1"
"M1"	"SDC1"	"SUN1"
"M1"	"SDC1"	"DOCK4"
"M1"	"SDC1"	"MLF1"
"M1"	"SDC1"	"POLR1D"
"M1"	"SDC1"	"ZCCHC11"
"M1"	"SDC1"	"CEP97"
"M1"	"SDC1"	"DUSP1"
"M1"	"SDC1"	"CLSTN1"
"M1"	"SDC1"	"EPN2"
"M1"	"SDC1"	"CRY1"
"M1"	"SDC1"	"MUSTN1"
"M1"	"SDC1"	"SGCA"
"M1"	"SDC1"	"PSMB3"
"M1"	"SDC1"	"SEMG1"
"M1"	"SDC1"	"ADAP1"
"M1"	"SDC1"	"SEL1L"
"M1"	"SDC1"	"IGFALS"
"M1"	"SDC1"	"RBM10"
"M1"	"SDC1"	"KDM3A"
"M1"	"SDC1"	"SLC31A1"
"M1"	"SDC1"	"TMED1"
"M1"	"SDC1"	"PRF1"
"M1"	"SDC1"	"PTP4A1"
"M1"	"SDC1"	"MOB3B"
"M1"	"SDC1"	"TAF7L"
"M1"	"SDC1"	"GRIA1"
"M1"	"SDC1"	"SCAI"
"M1"	"SDC1"	"GZMM"
"M1"	"SDC1"	"ACP1"
"M1"	"SDC1"	"TTC3"
"M1"	"SDC1"	"CALCRL"
"M1"	"SDC1"	"LGR5"
"M1"	"SDC1"	"CWC27"
"M1"	"SDC1"	"GIGYF1"
"M1"	"SDC1"	"LYPD6B"
"M1"	"SDC1"	"BCL9"
"M1"	"SDC1"	"ASNA1"
"M1"	"SDC1"	"SORBS2"
"M1"	"SDC1"	"U2AF2"
"M1"	"SDC1"	"RMDN1"
"M1"	"SDC1"	"MSL1"
"M1"	"SDC1"	"GIMAP7"
"M1"	"HSF1"	"ALOX15B"
"M1"	"HSF1"	"WBP5"
"M1"	"HSF1"	"RAMP1"
"M1"	"HSF1"	"OSR1"
"M1"	"ITGA3"	"ID4"
"M1"	"ITGA3"	"ABCC3"
"M1"	"DCPS"	"APOD"
"M1"	"SELENBP1"	"EIF2AK2"
"M1"	"SELENBP1"	"UMOD"
"M1"	"SELENBP1"	"HIST1H3H"
"M1"	"SELENBP1"	"EVC2"
"M1"	"SELENBP1"	"PSMC3IP"
"M1"	"SELENBP1"	"SLC7A7"
"M1"	"SELENBP1"	"RASA3"
"M1"	"SELENBP1"	"UBE2R2"
"M1"	"SELENBP1"	"PINK1"
"M1"	"SELENBP1"	"FILIP1"
"M1"	"SELENBP1"	"BGN"
"M1"	"SELENBP1"	"NANOG"
"M1"	"SELENBP1"	"HIRIP3"
"M1"	"SELENBP1"	"ZNF778"
"M1"	"SELENBP1"	"ZBTB38"
"M1"	"SELENBP1"	"SMC6"
"M1"	"PPP1R10"	"TRIM23"
"M1"	"PPP1R10"	"KDM3A"
"M1"	"PPP1R10"	"THRA"
"M1"	"PPP1R10"	"PRAM1"
"M1"	"PPP1R10"	"KRAS"
"M1"	"PPP1R10"	"TNS1"
"M1"	"PPP1R10"	"SYK"
"M1"	"PPP1R10"	"SEC24C"
"M1"	"PPP1R10"	"HELZ"
"M1"	"PPP1R10"	"S100A1"
"M1"	"PODXL2"	"SRPX"
"M1"	"CSN3"	"ARHGAP6"
"M1"	"SMC1A"	"S100A4"
"M1"	"HIST2H2BE"	"MS4A7"
"M1"	"ARVCF"	"PEMT"
"M1"	"ARVCF"	"ARHGAP6"
"M1"	"PPM1L"	"VAMP1"
"M1"	"PPM1L"	"JUP"
"M1"	"PPM1L"	"KLC2"
"M1"	"PPM1L"	"MLLT1"
"M1"	"PPM1L"	"CAMK2A"
"M1"	"PPM1L"	"TM9SF1"
"M1"	"PPM1L"	"ZADH2"
"M1"	"PPM1L"	"VRK1"
"M1"	"PPM1L"	"ERBB2"
"M1"	"PPM1L"	"TMED1"
"M1"	"PPM1L"	"PRF1"
"M1"	"PPM1L"	"VPS28"
"M1"	"PPM1L"	"MPPED1"
"M1"	"PPM1L"	"PTP4A1"
"M1"	"PPM1L"	"RINT1"
"M1"	"PPM1L"	"HSPE1"
"M1"	"PPM1L"	"GZMM"
"M1"	"PPM1L"	"KRT8"
"M1"	"PPM1L"	"NKX2-5"
"M1"	"PPM1L"	"ALOX5"
"M1"	"PPM1L"	"ZNF513"
"M1"	"PPM1L"	"MAPKAPK3"
"M1"	"PPM1L"	"SRP54"
"M1"	"PPM1L"	"RNF216"
"M1"	"PPM1L"	"C20orf196"
"M1"	"CDK8"	"LDB2"
"M1"	"F5"	"PPAP2B"
"M1"	"F5"	"ALDH2"
"M1"	"F5"	"ADRB2"
"M1"	"EN1"	"DHRS13"
"M1"	"POLR2L"	"KLF13"
"M1"	"HNRNPH2"	"ID1"
"M1"	"HNRNPH2"	"ABCA6"
"M1"	"SETD1B"	"PLS1"
"M1"	"CORT"	"MLLT11"
"M1"	"TUBB2A"	"TRIM63"
"M1"	"TUBB2A"	"SNAPC4"
"M1"	"TUBB2A"	"EGR2"
"M1"	"TUBB2A"	"COL5A1"
"M1"	"TUBB2A"	"FDFT1"
"M1"	"PRKD3"	"KLHL13"
"M1"	"PRKD3"	"PPL"
"M1"	"HPN"	"COL9A3"
"M1"	"CDKN3"	"IL17RB"
"M1"	"CDKN3"	"PPL"
"M1"	"CDKN3"	"SGCE"
"M1"	"CDKN3"	"C7"
"M1"	"CDKN3"	"CILP"
"M1"	"GALNS"	"EPPK1"
"M1"	"GALNS"	"ID4"
"M1"	"SOX9"	"HNRNPM"
"M1"	"SOX9"	"BHLHE40"
"M1"	"SOX9"	"TUBD1"
"M1"	"SOX9"	"MINOS1"
"M1"	"SOX9"	"PRKACB"
"M1"	"SOX9"	"BTN3A1"
"M1"	"SOX9"	"PRKAB2"
"M1"	"SOX9"	"VPS28"
"M1"	"SOX9"	"PTP4A1"
"M1"	"SOX9"	"TEX264"
"M1"	"SOX9"	"NECAB3"
"M1"	"SOX9"	"YIPF3"
"M1"	"SOX9"	"KPNA5"
"M1"	"SOX9"	"RPL18"
"M1"	"SOX9"	"GZMM"
"M1"	"SOX9"	"BEST2"
"M1"	"SOX9"	"RGS8"
"M1"	"SOX9"	"NUBPL"
"M1"	"SOX9"	"GOT1"
"M1"	"SOX9"	"TMEM185B"
"M1"	"SOX9"	"DHRS2"
"M1"	"SOX9"	"HSPB9"
"M1"	"SOX9"	"MTG2"
"M1"	"SOX9"	"RTN2"
"M1"	"SOX9"	"NR6A1"
"M1"	"SOX9"	"C10orf76"
"M1"	"C18orf25"	"CAV1"
"M1"	"DNM2"	"MLLT11"
"M1"	"PIP"	"SGCE"
"M1"	"PIP"	"ABCA6"
"M1"	"JAK2"	"CDO1"
"M1"	"RLN3"	"PPAP2B"
"M1"	"RLN3"	"DUSP1"
"M1"	"RLN3"	"ADRB2"
"M1"	"RLN3"	"ARHGAP6"
"M1"	"ANKRD52"	"ATP9A"
"M1"	"FOXRED2"	"APOLD1"
"M1"	"F13A1"	"NOC2L"
"M1"	"F13A1"	"DNAJB2"
"M1"	"F13A1"	"JAGN1"
"M1"	"F13A1"	"EXOSC3"
"M1"	"F13A1"	"DMPK"
"M1"	"F13A1"	"PCBP1"
"M1"	"F13A1"	"WDR26"
"M1"	"F13A1"	"FOLR3"
"M1"	"F13A1"	"PTP4A1"
"M1"	"F13A1"	"HOXB9"
"M1"	"F13A1"	"UPP1"
"M1"	"F13A1"	"CSRP2BP"
"M1"	"F13A1"	"TARBP2"
"M1"	"F13A1"	"NDRG2"
"M1"	"F13A1"	"NCAPG"
"M1"	"F13A1"	"FAU"
"M1"	"F13A1"	"SNX3"
"M1"	"F13A1"	"GORASP1"
"M1"	"F13A1"	"ROS1"
"M1"	"F13A1"	"SPAG7"
"M1"	"F13A1"	"PPM1D"
"M1"	"F13A1"	"ISG20"
"M1"	"F13A1"	"MLLT11"
"M1"	"F13A1"	"MAGT1"
"M1"	"F13A1"	"USP2"
"M1"	"F13A1"	"GRAP2"
"M1"	"ELL2"	"PPL"
"M1"	"ELL2"	"DHRS13"
"M1"	"NQO2"	"CFLAR"
"M1"	"NQO2"	"RRAS"
"M1"	"NQO2"	"CLDN7"
"M1"	"NQO2"	"TMED1"
"M1"	"NQO2"	"CTBS"
"M1"	"NQO2"	"FOLR3"
"M1"	"NQO2"	"PTP4A1"
"M1"	"NQO2"	"ITGB3"
"M1"	"NQO2"	"RUNX1T1"
"M1"	"NQO2"	"RUSC1"
"M1"	"NQO2"	"TNIP1"
"M1"	"NQO2"	"FOXC2"
"M1"	"NQO2"	"TNS3"
"M1"	"RBPMS2"	"TEP1"
"M1"	"RBPMS2"	"TAPBP"
"M1"	"RBPMS2"	"PPL"
"M1"	"RBPMS2"	"CHD1"
"M1"	"RBPMS2"	"MPPED1"
"M1"	"RBPMS2"	"CASP8"
"M1"	"RBPMS2"	"FOLR3"
"M1"	"RBPMS2"	"PTP4A1"
"M1"	"RBPMS2"	"ZNF165"
"M1"	"RBPMS2"	"RINT1"
"M1"	"RBPMS2"	"CASP3"
"M1"	"RBPMS2"	"PIGF"
"M1"	"RBPMS2"	"RBM4"
"M1"	"RBPMS2"	"IVNS1ABP"
"M1"	"SASH1"	"APH1A"
"M1"	"SASH1"	"CDCA5"
"M1"	"SASH1"	"THRAP3"
"M1"	"SASH1"	"SPHK2"
"M1"	"SASH1"	"CD226"
"M1"	"SASH1"	"BAZ1A"
"M1"	"SASH1"	"SYTL4"
"M1"	"SASH1"	"MTMR9"
"M1"	"SASH1"	"TSG101"
"M1"	"SASH1"	"TTF1"
"M1"	"SASH1"	"TUBA1C"
"M1"	"SASH1"	"ZNRF3"
"M1"	"SASH1"	"FGF8"
"M1"	"SASH1"	"CIZ1"
"M1"	"SASH1"	"SALL4"
"M1"	"SASH1"	"FOLR3"
"M1"	"SASH1"	"PTP4A1"
"M1"	"SASH1"	"COL4A2"
"M1"	"SASH1"	"TP53RK"
"M1"	"SASH1"	"NEUROD2"
"M1"	"SASH1"	"ANKRD54"
"M1"	"SASH1"	"RELA"
"M1"	"SASH1"	"TENM1"
"M1"	"SASH1"	"SOX15"
"M1"	"SASH1"	"ZFC3H1"
"M1"	"CFHR4"	"PDE8B"
"M1"	"INSM1"	"GPI"
"M1"	"INSM1"	"GJD4"
"M1"	"INSM1"	"DNAJC11"
"M1"	"INSM1"	"TEP1"
"M1"	"INSM1"	"CDK19"
"M1"	"INSM1"	"TAPBP"
"M1"	"INSM1"	"PPL"
"M1"	"INSM1"	"TXNL1"
"M1"	"INSM1"	"PPAP2B"
"M1"	"INSM1"	"PAK4"
"M1"	"INSM1"	"CD2AP"
"M1"	"INSM1"	"KDM3A"
"M1"	"INSM1"	"AP1G2"
"M1"	"INSM1"	"MYO5A"
"M1"	"INSM1"	"KLHDC9"
"M1"	"INSM1"	"PTP4A1"
"M1"	"INSM1"	"MYBL1"
"M1"	"INSM1"	"RRAGB"
"M1"	"INSM1"	"FBXO22"
"M1"	"INSM1"	"A1CF"
"M1"	"INSM1"	"BAIAP2L1"
"M1"	"INSM1"	"COL23A1"
"M1"	"INSM1"	"LURAP1"
"M1"	"INSM1"	"STRN"
"M1"	"OLFML3"	"GSK3B"
"M1"	"OLFML3"	"UTS2"
"M1"	"OLFML3"	"RHOJ"
"M1"	"OLFML3"	"ACY3"
"M1"	"OLFML3"	"S100A13"
"M1"	"OLFML3"	"ZFP91"
"M1"	"OLFML3"	"MAPK8"
"M1"	"OLFML3"	"TLE4"
"M1"	"OLFML3"	"PURB"
"M1"	"OLFML3"	"CCDC102A"
"M1"	"OLFML3"	"ADAM23"
"M1"	"OLFML3"	"ZBTB11"
"M1"	"OLFML3"	"ZHX1-C8ORF76"
"M1"	"OLFML3"	"USO1"
"M1"	"OLFML3"	"TRPC3"
"M1"	"OLFML3"	"CHRDL2"
"M1"	"OLFML3"	"CANT1"
"M1"	"OLFML3"	"NUDT13"
"M1"	"KLHL13"	"TRIP4"
"M1"	"KLHL13"	"ALDH1A2"
"M1"	"KLHL13"	"DIABLO"
"M1"	"KLHL13"	"DCAF11"
"M1"	"KLHL13"	"SHC2"
"M1"	"KLHL13"	"USP22"
"M1"	"KLHL13"	"ADRB2"
"M1"	"KLHL13"	"STAP2"
"M1"	"KLHL13"	"HIST1H4I"
"M1"	"KLHL13"	"ACOX1"
"M1"	"KLHL13"	"SEC23A"
"M1"	"KLHL13"	"NOL9"
"M1"	"KLHL13"	"AHCY"
"M1"	"KLHL13"	"NLRX1"
"M1"	"KLHL13"	"KDM4A"
"M1"	"KLHL13"	"PDE2A"
"M1"	"FOXP4"	"PEMT"
"M1"	"FOXP4"	"APOD"
"M1"	"FOXP4"	"RHOH"
"M1"	"FOXP4"	"ADRB2"
"M1"	"FOXP4"	"SPATA18"
"M1"	"PPP1R27"	"FAM107B"
"M1"	"ELP5"	"APH1A"
"M1"	"ELP5"	"EPPK1"
"M1"	"ELP5"	"MAP2K4"
"M1"	"ELP5"	"ITGAL"
"M1"	"ELP5"	"CPNE2"
"M1"	"ELP5"	"ONECUT1"
"M1"	"ELP5"	"PRKAB2"
"M1"	"ELP5"	"MPPED1"
"M1"	"ELP5"	"PTP4A1"
"M1"	"ELP5"	"XPO5"
"M1"	"ELP5"	"PLAG1"
"M1"	"ELP5"	"SIPA1L3"
"M1"	"ELP5"	"ITGB3"
"M1"	"ELP5"	"RNGTT"
"M1"	"ELP5"	"PHGDH"
"M1"	"ELP5"	"MAT2B"
"M1"	"ELP5"	"PSMB7"
"M1"	"ELP5"	"CCNF"
"M1"	"ELP5"	"LGR5"
"M1"	"ELP5"	"DGCR14"
"M1"	"ELP5"	"C1QA"
"M1"	"ELP5"	"MAP3K1"
"M1"	"ELP5"	"TK1"
"M1"	"ELP5"	"COL5A1"
"M1"	"ELP5"	"DMRTA1"
"M1"	"ELP5"	"HMMR"
"M1"	"ELP5"	"CRNKL1"
"M1"	"ELP5"	"AP2A1"
"M1"	"ELP5"	"GKAP1"
"M1"	"ELP5"	"RPS13"
"M1"	"ELP5"	"CTSK"
"M1"	"ELP5"	"FNBP4"
"M1"	"ELP5"	"POU3F4"
"M1"	"ELP5"	"P4HB"
"M1"	"ELP5"	"HOOK1"
"M1"	"ELP5"	"FAM46C"
"M1"	"ELP5"	"EMILIN3"
"M1"	"ELP5"	"DOLK"
"M1"	"ELP5"	"PLCB1"
"M1"	"ELP5"	"KANK2"
"M1"	"ELP5"	"SLC37A3"
"M1"	"ELP5"	"KCTD4"
"M1"	"TARBP1"	"VLDLR"
"M1"	"TARBP1"	"GEM"
"M1"	"FOXO1"	"CAMK2A"
"M1"	"FOXO1"	"DDIT4L"
"M1"	"FOXO1"	"BMPR1B"
"M1"	"FOXO1"	"PTP4A1"
"M1"	"FOXO1"	"MMACHC"
"M1"	"FOXO1"	"PPHLN1"
"M1"	"FOXO1"	"SCFD1"
"M1"	"FOXO1"	"BTLA"
"M1"	"FOXO1"	"PAK6"
"M1"	"FOXO1"	"GDI2"
"M1"	"BDP1"	"CAMK2B"
"M1"	"BDP1"	"C1QBP"
"M1"	"BDP1"	"CIT"
"M1"	"BDP1"	"RRBP1"
"M1"	"BDP1"	"ADAMTS13"
"M1"	"AGTRAP"	"MEOX2"
"M1"	"AGTRAP"	"EPN3"
"M1"	"HAND1"	"VLDLR"
"M1"	"HAND1"	"ID4"
"M1"	"HAND1"	"CAV1"
"M1"	"HAND1"	"LDB2"
"M1"	"GSPT2"	"PPIH"
"M1"	"GSPT2"	"CEACAM5"
"M1"	"GSPT2"	"COG5"
"M1"	"GSPT2"	"DOCK4"
"M1"	"GSPT2"	"LSAMP"
"M1"	"GSPT2"	"CHMP2A"
"M1"	"GSPT2"	"XK"
"M1"	"GSPT2"	"ARL13A"
"M1"	"GSPT2"	"PTP4A1"
"M1"	"GSPT2"	"TAF7L"
"M1"	"GSPT2"	"SPATA13"
"M1"	"GSPT2"	"ACVR1B"
"M1"	"GSPT2"	"BTBD3"
"M1"	"GSPT2"	"ELMOD2"
"M1"	"GSPT2"	"ARNTL2"
"M1"	"GSPT2"	"MAGT1"
"M1"	"GSPT2"	"ADAM2"
"M1"	"GSPT2"	"C8A"
"M1"	"RXFP2"	"RTN1"
"M1"	"MAP2K3"	"MLLT11"
"M1"	"TRIP4"	"EPN3"
"M1"	"MEX3C"	"PDE8B"
"M1"	"DLAT"	"PTPRN2"
"M1"	"DLAT"	"PPAP2B"
"M1"	"TNFSF11"	"TMEM132C"
"M1"	"TNFSF11"	"DHRS13"
