"PC-1"	"PC-2"	"Batch"	"Group"
"GSM1501851"	1.10604367056765	8.88458863462467	"GSE61304"	"Tumor"
"GSM1501852"	8.57694609425494	-3.27024091622214	"GSE61304"	"Tumor"
"GSM1501853"	0.00667090711360191	11.0634671939302	"GSE61304"	"Tumor"
"GSM1501855"	-9.29191110844203	-6.7537389924384	"GSE61304"	"Tumor"
"GSM1501857"	7.54705254519622	1.1258445371772	"GSE61304"	"Tumor"
"GSM1501859"	2.76322670580889	5.44938226781493	"GSE61304"	"Tumor"
"GSM1501860"	-2.8553351740722	-6.06867284529537	"GSE61304"	"Tumor"
"GSM1501861"	-2.34626042803607	-0.0987381070283111	"GSE61304"	"Tumor"
"GSM1501864"	9.46683792201073	11.1791344121166	"GSE61304"	"Tumor"
"GSM1501866"	-7.99816259699244	5.74190561607464	"GSE61304"	"Tumor"
"GSM1501867"	-6.87143160562832	-3.00551162809938	"GSE61304"	"Tumor"
"GSM1501868"	1.54464065573274	7.94196216947811	"GSE61304"	"Tumor"
"GSM1501869"	-0.526397823127829	-1.61761828990401	"GSE61304"	"Tumor"
"GSM1501870"	4.24751142234777	-1.74698729123768	"GSE61304"	"Tumor"
"GSM1501871"	-4.72171005253706	8.52726387954334	"GSE61304"	"Tumor"
"GSM1501872"	-2.3842042409965	-5.9879065388256	"GSE61304"	"Tumor"
"GSM1501874"	4.77434859529907	10.6479002351836	"GSE61304"	"Tumor"
"GSM1501875"	-9.36092218952562	-4.744100686312	"GSE61304"	"Tumor"
"GSM1501876"	-2.59619735876815	-5.73248512666301	"GSE61304"	"Tumor"
"GSM1501879"	-21.5182938076131	-22.1976810273883	"GSE61304"	"Normal"
