"","node1","node2","score"
"788","COL1A1","S100A4",0.553
"789","COL1A1","VCAN",0.585
"790","COL1A1","TNFSF11",0.597
"791","COL1A1","PRRX1",0.598
"792","COL1A1","PRELP",0.6
"793","COL1A1","SERPINF1",0.602
"794","COL1A1","LAMA4",0.612
"795","COL1A1","SULF1",0.621
"796","COL1A1","TPM2",0.633
"797","COL1A1","PXDN",0.636
"798","COL1A1","EFEMP1",0.638
"799","COL1A1","CTSK",0.651
"800","COL1A1","FSTL1",0.658
"801","COL1A1","MMP7",0.665
"802","COL1A1","MFAP5",0.676
"803","COL1A1","ISLR",0.677
"804","COL1A1","TIMP3",0.684
"805","COL1A1","LOXL1",0.689
"806","COL1A1","COL4A2",0.698
"807","COL1A1","TGFBI",0.716
"808","COL1A1","TNFRSF11B",0.729
"809","COL1A1","IGFBP3",0.75
"810","COL1A1","COL8A1",0.765
"811","COL1A1","MMP1",0.767
"812","COL1A1","TAGLN",0.785
"813","COL1A1","COL4A5",0.798
"814","COL1A1","THY1",0.807
"815","COL1A1","LOX",0.808
"816","COL1A1","COL4A1",0.827
"817","COL1A1","THBS2",0.828
"818","COL1A1","PDGFRB",0.831
"819","COL1A1","SERPINH1",0.921
"820","COL1A1","FBN1",0.929
"821","COL1A1","COL6A2",0.954
"822","COL1A1","SPARC",0.968
"823","COL1A1","COL6A3",0.974
"824","COL1A1","FN1",0.974
"825","COL1A1","LUM",0.981
"826","COL1A1","COL5A1",0.994
"827","COL1A1","COL3A1",0.999
"828","COL1A1","COL1A2",0.999
"829","COL1A2","SNAI2",0.41
"830","COL1A2","DCN",0.93
"831","COL1A2","FAP",0.446
"832","COL1A2","NID2",0.536
"833","COL1A2","MXRA5",0.579
"834","COL1A2","TIMP1",0.671
"835","COL1A2","COMP",0.551
"836","COL1A2","LAMB1",0.599
"837","COL1A2","PCOLCE",0.963
"838","COL1A2","SERPINE1",0.694
"839","COL1A2","MGP",0.532
"840","COL1A2","LAMA4",0.614
"841","COL1A2","LOX",0.788
"842","COL1A2","SPARC",0.959
"843","COL1A2","PRRX1",0.541
"844","COL1A2","TWIST1",0.432
"845","COL1A2","PTGIS",0.435
"846","COL1A2","ISLR",0.623
"847","COL1A2","PXDN",0.544
"848","COL1A2","SERPINF1",0.669
"849","COL1A2","SULF1",0.587
"850","COL1A2","MMP7",0.613
"851","COL1A2","COL8A1",0.771
"852","COL1A2","PDGFRB",0.629
"853","COL1A2","LOXL1",0.638
"854","COL1A2","LTBP2",0.526
"855","COL1A2","F13A1",0.523
"856","COL1A2","VCAN",0.756
"857","COL1A2","TIMP3",0.662
"858","COL1A2","LUM",0.999
"859","COL1A2","CTSK",0.594
"860","COL1A2","MYL9",0.441
"861","COL1A2","MMP10",0.438
"862","COL1A2","GJA1",0.476
"863","COL1A2","THY1",0.734
"864","COL1A2","COL6A3",0.968
"865","COL1A2","FSTL1",0.633
"866","COL1A2","IGFBP7",0.487
"867","COL1A2","CXCL3",0.444
"868","COL1A2","SFRP4",0.405
"869","COL1A2","TNFRSF11B",0.406
"870","COL1A2","EFEMP1",0.427
"871","COL1A2","JUNB",0.433
"872","COL1A2","DACT1",0.439
"873","COL1A2","MOXD1",0.443
"874","COL1A2","TGFB1I1",0.444
"875","COL1A2","IFIT1",0.445
"876","COL1A2","THBS4",0.456
"877","COL1A2","IGFBP3",0.468
"878","COL1A2","TNFSF11",0.48
"879","COL1A2","LAMA2",0.49
"880","COL1A2","MFAP5",0.506
"881","COL1A2","MFAP2",0.509
"882","COL1A2","S100A4",0.509
"883","COL1A2","OGN",0.557
"884","COL1A2","TPM2",0.563
"885","COL1A2","MMP1",0.659
"886","COL1A2","TGFBI",0.738
"887","COL1A2","TAGLN",0.744
"888","COL1A2","COL4A1",0.757
"889","COL1A2","COL4A2",0.786
"890","COL1A2","COL4A5",0.789
"891","COL1A2","THBS2",0.858
"892","COL1A2","SERPINH1",0.879
"893","COL1A2","COL6A2",0.908
"894","COL1A2","FBN1",0.965
"895","COL1A2","FN1",0.982
"896","COL1A2","COL5A1",0.989
"897","COL1A2","COL3A1",0.999
"898","COL3A1","SNAI2",0.438
"899","COL3A1","DCN",0.935
"900","COL3A1","FAP",0.452
"901","COL3A1","LGALS1",0.541
"902","COL3A1","NID2",0.562
"903","COL3A1","MXRA5",0.646
"904","COL3A1","TIMP1",0.678
"905","COL3A1","COMP",0.526
"906","COL3A1","LAMB1",0.685
"907","COL3A1","PCOLCE",0.976
"908","COL3A1","SERPINE1",0.507
"909","COL3A1","MGP",0.562
"910","COL3A1","LAMA4",0.75
"911","COL3A1","LOX",0.843
"912","COL3A1","SPARC",0.911
"913","COL3A1","PRRX1",0.498
"914","COL3A1","TWIST1",0.42
"915","COL3A1","ISLR",0.694
"916","COL3A1","PXDN",0.488
"917","COL3A1","SERPINF1",0.436
"918","COL3A1","SULF1",0.748
"919","COL3A1","MMP7",0.643
"920","COL3A1","COL8A1",0.655
"921","COL3A1","PDGFRB",0.623
"922","COL3A1","LOXL1",0.605
"923","COL3A1","LTBP2",0.529
"924","COL3A1","VCAN",0.722
"925","COL3A1","TIMP3",0.603
"926","COL3A1","LUM",0.986
"927","COL3A1","CTSK",0.682
"928","COL3A1","MYL9",0.408
"929","COL3A1","THY1",0.487
"930","COL3A1","COL6A3",0.952
"931","COL3A1","FSTL1",0.605
"932","COL3A1","IGFBP7",0.435
"933","COL3A1","STEAP1",0.459
"934","COL3A1","COL6A2",0.894
"935","COL3A1","EFEMP1",0.414
"936","COL3A1","MXRA8",0.423
"937","COL3A1","SFRP4",0.43
"938","COL3A1","EDNRA",0.457
"939","COL3A1","S100A4",0.474
"940","COL3A1","TGFBI",0.531
"941","COL3A1","OGN",0.533
"942","COL3A1","MMP1",0.55
"943","COL3A1","TAGLN",0.592
"944","COL3A1","MFAP5",0.631
"945","COL3A1","LAMA2",0.684
"946","COL3A1","THBS4",0.691
"947","COL3A1","COL4A5",0.803
"948","COL3A1","THBS2",0.804
"949","COL3A1","COL4A2",0.817
"950","COL3A1","COL4A1",0.856
"951","COL3A1","SERPINH1",0.876
"952","COL3A1","FN1",0.928
"953","COL3A1","FBN1",0.97
"954","COL3A1","COL5A1",0.983
"955","COL4A1","DCN",0.503
"956","COL4A1","NID2",0.74
"957","COL4A1","TIMP1",0.498
"958","COL4A1","LAMB1",0.843
"959","COL4A1","PCOLCE",0.441
"960","COL4A1","SERPINE1",0.466
"961","COL4A1","LAMA4",0.787
"962","COL4A1","LOX",0.567
"963","COL4A1","SPARC",0.617
"964","COL4A1","PXDN",0.545
"965","COL4A1","COL8A1",0.736
"966","COL4A1","PDGFRB",0.48
"967","COL4A1","LOXL1",0.464
"968","COL4A1","LTBP2",0.498
"969","COL4A1","VCAN",0.448
"970","COL4A1","TIMP3",0.494
"971","COL4A1","LUM",0.699
"972","COL4A1","COL6A3",0.809
"973","COL4A1","FSTL1",0.525
"974","COL4A1","IGFBP7",0.474
"975","COL4A1","COL6A2",0.81
"976","COL4A1","FBN1",0.805
"977","COL4A1","COL4A5",0.608
"978","COL4A1","THBS4",0.605
"979","COL4A1","FN1",0.849
"980","COL4A1","COL4A2",0.999
"981","COL4A1","TGM2",0.468
"982","COL4A1","THBS2",0.715
"983","COL4A1","COL5A1",0.915
"984","COL4A1","DKK1",0.479
"985","COL4A1","TAGLN",0.423
"986","COL4A1","LAMA2",0.587
"987","COL4A1","TGFBI",0.691
"988","COL4A1","SERPINH1",0.818
"989","COL4A2","DCN",0.457
"990","COL4A2","NID2",0.734
"991","COL4A2","LAMB1",0.738
"992","COL4A2","PCOLCE",0.647
"993","COL4A2","LAMA4",0.798
"994","COL4A2","LOX",0.504
"995","COL4A2","SPARC",0.579
"996","COL4A2","PXDN",0.447
"997","COL4A2","COL8A1",0.712
"998","COL4A2","PDGFRB",0.428
"999","COL4A2","VCAN",0.433
"1000","COL4A2","TIMP3",0.496
"1001","COL4A2","LUM",0.659
"1002","COL4A2","COL6A3",0.792
"1003","COL4A2","FSTL1",0.462
"1004","COL4A2","IGFBP7",0.414
"1005","COL4A2","COL6A2",0.813
"1006","COL4A2","FBN1",0.656
"1007","COL4A2","COL4A5",0.826
"1008","COL4A2","THBS4",0.549
"1009","COL4A2","FN1",0.75
"1010","COL4A2","HTRA1",0.402
"1011","COL4A2","EFEMP1",0.458
"1012","COL4A2","TGFBI",0.669
"1013","COL4A2","THBS2",0.679
"1014","COL4A2","LAMA2",0.688
"1015","COL4A2","COL5A1",0.872
"1016","COL4A2","SERPINH1",0.88
"1017","COL4A5","NID2",0.431
"1018","COL4A5","LAMB1",0.485
"1019","COL4A5","LAMA4",0.491
"1020","COL4A5","COL8A1",0.773
"1021","COL4A5","COL6A3",0.716
"1022","COL4A5","COL6A2",0.596
"1023","COL4A5","THBS4",0.53
"1024","COL4A5","THBS2",0.539
"1025","COL4A5","COL5A1",0.569
"1026","COL4A5","SERPINH1",0.653
"1027","COL5A1","DCN",0.573
"1028","COL5A1","NID2",0.582
"1029","COL5A1","MXRA5",0.581
"1030","COL5A1","TIMP1",0.626
"1031","COL5A1","LAMB1",0.613
"1032","COL5A1","PCOLCE",0.928
"1033","COL5A1","SERPINE1",0.432
"1034","COL5A1","LAMA4",0.62
"1035","COL5A1","LOX",0.703
"1036","COL5A1","SPARC",0.675
"1037","COL5A1","PXDN",0.553
"1038","COL5A1","SULF1",0.49
"1039","COL5A1","MMP7",0.536
"1040","COL5A1","COL8A1",0.725
"1041","COL5A1","PDGFRB",0.406
"1042","COL5A1","LOXL1",0.584
"1043","COL5A1","LTBP2",0.526
"1044","COL5A1","VCAN",0.631
"1045","COL5A1","TIMP3",0.478
"1046","COL5A1","LUM",0.912
"1047","COL5A1","THY1",0.409
"1048","COL5A1","COL6A3",0.892
"1049","COL5A1","FSTL1",0.407
"1050","COL5A1","COL6A2",0.862
"1051","COL5A1","MMP1",0.416
"1052","COL5A1","FBN1",0.929
"1053","COL5A1","DACT1",0.404
"1054","COL5A1","FN1",0.84
"1055","COL5A1","MFAP5",0.513
"1056","COL5A1","THBS2",0.742
"1057","COL5A1","OGN",0.403
"1058","COL5A1","TAGLN",0.42
"1059","COL5A1","MFAP2",0.424
"1060","COL5A1","TGFB1I1",0.488
"1061","COL5A1","LAMA2",0.511
"1062","COL5A1","TGFBI",0.591
"1063","COL5A1","SERPINH1",0.804
"1064","COL6A2","DCN",0.628
"1065","COL6A2","NID2",0.503
"1066","COL6A2","LAMB1",0.842
"1067","COL6A2","PCOLCE",0.833
"1068","COL6A2","LAMA4",0.615
"1069","COL6A2","LOX",0.519
"1070","COL6A2","SPARC",0.571
"1071","COL6A2","PRRX1",0.422
"1072","COL6A2","ISLR",0.459
"1073","COL6A2","COL8A1",0.666
"1074","COL6A2","PDGFRB",0.597
"1075","COL6A2","LOXL1",0.578
"1076","COL6A2","LTBP2",0.551
"1077","COL6A2","TIMP3",0.51
"1078","COL6A2","LUM",0.702
"1079","COL6A2","GJA1",0.438
"1080","COL6A2","THY1",0.571
"1081","COL6A2","COL6A3",0.994
"1082","COL6A2","FSTL1",0.409
"1083","COL6A2","TGFB1I1",0.403
"1084","COL6A2","MFAP2",0.42
"1085","COL6A2","OGN",0.421
"1086","COL6A2","EFEMP1",0.445
"1087","COL6A2","MFAP5",0.49
"1088","COL6A2","PLAU",0.496
"1089","COL6A2","PRELP",0.517
"1090","COL6A2","MXRA8",0.521
"1091","COL6A2","TGFBI",0.543
"1092","COL6A2","THBS4",0.583
"1093","COL6A2","TAGLN",0.596
"1094","COL6A2","LAMA2",0.668
"1095","COL6A2","FBN1",0.75
"1096","COL6A2","THBS2",0.754
"1097","COL6A2","FN1",0.802
"1098","COL6A2","SERPINH1",0.837
"1099","COL6A3","SNAI2",0.477
"1100","COL6A3","DCN",0.657
"1101","COL6A3","NID2",0.68
"1102","COL6A3","MXRA5",0.498
"1103","COL6A3","TIMP1",0.447
"1104","COL6A3","LAMB1",0.76
"1105","COL6A3","PCOLCE",0.654
"1106","COL6A3","LAMA4",0.587
"1107","COL6A3","LOX",0.441
"1108","COL6A3","SPARC",0.556
"1109","COL6A3","COL8A1",0.585
"1110","COL6A3","PDGFRB",0.633
"1111","COL6A3","LOXL1",0.493
"1112","COL6A3","LTBP2",0.408
"1113","COL6A3","VCAN",0.671
"1114","COL6A3","LUM",0.853
"1115","COL6A3","THY1",0.584
"1116","COL6A3","FSTL1",0.419
"1117","COL6A3","OGN",0.442
"1118","COL6A3","PLAU",0.48
"1119","COL6A3","TGFBI",0.489
"1120","COL6A3","TAGLN",0.57
"1121","COL6A3","THBS4",0.581
"1122","COL6A3","LAMA2",0.648
"1123","COL6A3","FN1",0.736
"1124","COL6A3","FBN1",0.786
"1125","COL6A3","THBS2",0.799
"1126","COL6A3","SERPINH1",0.831
"1127","COL8A1","DCN",0.43
"1128","COL8A1","NID2",0.402
"1129","COL8A1","LAMB1",0.455
"1130","COL8A1","PCOLCE",0.471
"1131","COL8A1","LAMA4",0.537
"1132","COL8A1","LOX",0.496
"1133","COL8A1","LTBP2",0.41
"1134","COL8A1","MFAP5",0.419
"1135","COL8A1","LUM",0.439
"1136","COL8A1","LAMA2",0.441
"1137","COL8A1","FN1",0.448
"1138","COL8A1","TIMP3",0.485
"1139","COL8A1","F3",0.528
"1140","COL8A1","FBN1",0.586
"1141","COL8A1","THBS2",0.59
"1142","COL8A1","SERPINH1",0.65
"1143","COMP","DCN",0.83
"1144","COMP","SPARC",0.404
"1145","COMP","MGP",0.418
"1146","COMP","TNFRSF11B",0.435
"1147","COMP","CTSK",0.437
"1148","COMP","IL1R2",0.439
"1149","COMP","MMP1",0.469
"1150","COMP","IGFBP3",0.493
"1151","COMP","SFRP4",0.499
"1152","COMP","OMD",0.529
"1153","COMP","PRELP",0.558
"1154","COMP","LUM",0.586
"1155","COMP","TAGLN",0.606
"1156","COMP","THBS4",0.856
"1157","COMP","FN1",0.958
"1158","CP","LOX",0.632
"1159","CP","IL1RN",0.438
"1160","CP","IFI6",0.41
"1161","CP","OGN",0.466
"1162","CP","CTSB",0.502
"1163","CP","SERPING1",0.673
"1164","CP","SERPINA1",0.944
"1165","CRIP1","SPARC",0.603
"1166","CRIP1","S100A10",0.476
"1167","CRIP1","S100A6",0.527
"1168","CSGALNACT2","DCN",0.524
"1169","CSGALNACT2","VCAN",0.512
"1170","CSTA","PLAT",0.551
"1171","CSTA","SERPINE1",0.595
"1172","CSTA","PI3",0.776
"1173","CSTA","IL1RN",0.435
"1174","CSTA","PLAU",0.612
"1175","CSTA","CTSB",0.998
"1176","CTH","TIMP1",0.463
"1177","CTH","LUM",0.497
"1178","CTH","EPHX2",0.453
"1179","CTSB","TIMP1",0.447
"1180","CTSB","PLAT",0.715
"1181","CTSB","SERPINE1",0.725
"1182","CTSB","PXDN",0.519
"1183","CTSB","TLR2",0.463
"1184","CTSB","MMP7",0.629
"1185","CTSB","LUM",0.443
"1186","CTSB","CTSK",0.703
"1187","CTSB","IL18",0.597
"1188","CTSB","CXCL8",0.488
"1189","CTSB","MMP1",0.439
"1190","CTSB","PLAUR",0.466
"1191","CTSB","QPCT",0.482
"1192","CTSB","TREM2",0.434
"1193","CTSB","GPNMB",0.491
"1194","CTSB","SRPX2",0.502
"1195","CTSB","SERPINA1",0.52
"1196","CTSB","FN1",0.528
"1197","CTSB","TGFBI",0.573
"1198","CTSB","TLR7",0.589
"1199","CTSB","S100A10",0.753
"1200","CTSB","PLAU",0.88
"1201","CTSK","DCN",0.546
"1202","CTSK","FAP",0.45
"1203","CTSK","TIMP1",0.425
"1204","CTSK","PCOLCE",0.438
"1205","CTSK","LOX",0.414
"1206","CTSK","SPARC",0.566
"1207","CTSK","PXDN",0.443
"1208","CTSK","SERPINF1",0.412
"1209","CTSK","MMP7",0.628
"1210","CTSK","LUM",0.5
"1211","CTSK","TREM2",0.415
"1212","CTSK","ITGAM",0.427
"1213","CTSK","FCGR3B",0.44
"1214","CTSK","FN1",0.447
"1215","CTSK","THBS2",0.464
"1216","CTSK","MMP1",0.48
"1217","CTSK","TLR7",0.524
"1218","CTSK","DKK1",0.53
"1219","CTSK","GPNMB",0.558
"1220","CTSK","TNFRSF11B",0.615
"1221","CTSK","TNFSF11",0.896
"1222","CXCL14","CXCL6",0.507
"1223","CXCL14","IL1RN",0.511
"1224","CXCL14","CXCL3",0.768
"1225","CXCL14","CXCL8",0.475
"1226","CXCL14","MFAP5",0.429
"1227","CXCL3","CXCL6",0.998
"1228","CXCL3","OAS3",0.476
"1229","CXCL3","IL1RN",0.406
"1230","CXCL3","TLR2",0.43
"1231","CXCL3","IFI6",0.416
"1232","CXCL3","FN1",0.477
"1233","CXCL3","MMP1",0.629
"1234","CXCL3","CXCL8",0.895
"1235","CXCL6","IL18",0.403
"1236","CXCL6","MMP1",0.429
"1237","CXCL6","IL1RN",0.565
"1238","CXCL6","CXCL8",0.868
"1239","CXCL8","SNAI2",0.405
"1240","CXCL8","TIMP1",0.78
"1241","CXCL8","PLAT",0.511
"1242","CXCL8","HGF",0.702
"1243","CXCL8","SERPINE1",0.736
"1244","CXCL8","OAS3",0.523
"1245","CXCL8","HBEGF",0.591
"1246","CXCL8","LOX",0.632
"1247","CXCL8","TNFAIP6",0.933
"1248","CXCL8","PI3",0.533
"1249","CXCL8","TREM1",0.642
"1250","CXCL8","LIF",0.731
"1251","CXCL8","PXDN",0.601
"1252","CXCL8","IL1RN",0.926
"1253","CXCL8","TLR2",0.883
"1254","CXCL8","SULF1",0.446
"1255","CXCL8","MMP7",0.568
"1256","CXCL8","PDGFRB",0.609
"1257","CXCL8","MMP10",0.669
"1258","CXCL8","IL18",0.926
"1259","CXCL8","THY1",0.472
"1260","CXCL8","ENTPD1",0.409
"1261","CXCL8","FCGR2B",0.419
"1262","CXCL8","S100A4",0.428
"1263","CXCL8","IGFBP3",0.43
"1264","CXCL8","NNMT",0.448
"1265","CXCL8","FAS",0.453
"1266","CXCL8","IFIT1",0.479
"1267","CXCL8","TREM2",0.491
"1268","CXCL8","SERPINB2",0.494
"1269","CXCL8","OLR1",0.495
"1270","CXCL8","FCGR1A",0.531
"1271","CXCL8","ISG15",0.537
"1272","CXCL8","THBS4",0.538
"1273","CXCL8","TNFSF11",0.605
"1274","CXCL8","PLAUR",0.643
"1275","CXCL8","TLR7",0.664
"1276","CXCL8","ITGAM",0.681
"1277","CXCL8","FCGR3B",0.685
"1278","CXCL8","IL1R2",0.688
"1279","CXCL8","SERPINA1",0.696
"1280","CXCL8","F3",0.74
"1281","CXCL8","MMP1",0.762
"1282","CXCL8","PLAU",0.765
"1283","CXCL8","FN1",0.846
"1284","DACT1","FZD7",0.589
"1285","DCN","IGFBP3",0.402
"1286","DCN","OLFML1",0.413
"1287","DCN","ISLR",0.417
"1288","DCN","FSTL1",0.419
"1289","DCN","IGFBP7",0.423
"1290","DCN","THY1",0.431
"1291","DCN","OLFML3",0.431
"1292","DCN","LTBP2",0.438
"1293","DCN","SULF1",0.44
"1294","DCN","HTRA1",0.444
"1295","DCN","FAP",0.445
"1296","DCN","TAGLN",0.446
"1297","DCN","LAMA4",0.451
"1298","DCN","NID2",0.453
"1299","DCN","EFEMP1",0.461
"1300","DCN","LOXL1",0.472
"1301","DCN","MFAP5",0.49
"1302","DCN","PLAT",0.513
"1303","DCN","OMD",0.515
"1304","DCN","PRELP",0.517
"1305","DCN","PDGFRB",0.52
"1306","DCN","PCOLCE",0.537
"1307","DCN","LAMA2",0.54
"1308","DCN","THBS4",0.54
"1309","DCN","MMP1",0.569
"1310","DCN","EMILIN1",0.577
"1311","DCN","TIMP1",0.586
"1312","DCN","SERPINF1",0.588
"1313","DCN","MGP",0.597
"1314","DCN","SERPINE1",0.612
"1315","DCN","LOX",0.616
"1316","DCN","TIMP3",0.65
"1317","DCN","SERPINH1",0.673
"1318","DCN","OGN",0.711
"1319","DCN","THBS2",0.72
"1320","DCN","MMP7",0.772
"1321","DCN","TGFBI",0.794
"1322","DCN","HGF",0.837
"1323","DCN","SPARC",0.905
"1324","DCN","FBN1",0.912
"1325","DCN","MFAP2",0.954
"1326","DCN","LUM",0.978
"1327","DCN","VCAN",0.981
"1328","DCN","TLR2",0.99
"1329","DCN","FN1",0.996
"1330","DKK1","SNAI2",0.458
"1331","DKK1","HGF",0.425
"1332","DKK1","TWIST1",0.402
"1333","DKK1","PXDN",0.452
"1334","DKK1","MMP7",0.45
"1335","DKK1","WNT2",0.909
"1336","DKK1","GJA1",0.407
"1337","DKK1","DKK2",0.938
"1338","DKK1","FZD7",0.571
"1339","DKK1","FRZB",0.869
"1340","DKK1","TNFRSF11B",0.48
"1341","DKK1","FN1",0.686
"1342","DKK1","ITGAM",0.512
"1343","DKK1","SFRP4",0.68
"1344","DKK1","TNFSF11",0.767
"1345","DKK1","DKK3",0.949
"1346","DKK2","WNT2",0.894
"1347","DKK2","OLFML1",0.4
"1348","DKK2","FZD7",0.465
"1349","DKK2","SFRP4",0.628
"1350","DKK2","FRZB",0.832
"1351","DKK2","DKK3",0.967
"1352","DKK3","SERPINE1",0.527
"1353","DKK3","PDGFRB",0.505
"1354","DKK3","WNT2",0.481
"1355","DKK3","TIMP3",0.461
"1356","DKK3","FZD7",0.484
"1357","DKK3","FRZB",0.657
"1358","DKK3","IGFBP7",0.453
"1359","DKK3","SFRP4",0.705
"1360","DKK3","TGFBI",0.589
"1361","DPYSL3","PDLIM4",0.748
"1362","DPYSL3","PDLIM3",0.576
"1363","DPYSL3","MAP1B",0.461
"1364","DPYSL3","ROBO1",0.488
"1365","DUSP5","EGR2",0.421
"1366","DUSP5","PHLDA1",0.555
"1367","DUSP5","EGR3",0.447
"1368","EDNRA","PDGFRB",0.599
"1369","EDNRA","EPHX2",0.434
"1370","EFEMP1","TIMP1",0.608
"1371","EFEMP1","MGP",0.447
"1372","EFEMP1","ISLR",0.499
"1373","EFEMP1","MMP7",0.634
"1374","EFEMP1","LOXL1",0.682
"1375","EFEMP1","TIMP3",0.958
"1376","EFEMP1","LUM",0.69
"1377","EFEMP1","FSTL1",0.428
"1378","EFEMP1","FBN1",0.541
"1379","EFEMP1","FN1",0.625
"1380","EFEMP1","MFAP5",0.644
"1381","EFEMP1","THBS2",0.47
"1382","EFEMP1","HTRA1",0.522
"1383","EFEMP1","MFAP2",0.608
"1384","EFEMP1","OGN",0.413
"1385","EFEMP1","TPM2",0.537
"1386","EFS","TGFBI",0.522
"1387","EGR2","LOX",0.485
"1388","EGR2","MDK",0.424
"1389","EGR2","RGS1",0.436
"1390","EGR2","JUNB",0.78
"1391","EGR2","HOXB2",0.783
"1392","EGR2","EGR3",0.987
"1393","EGR3","JUNB",0.752
"1394","EGR3","HOMER1",0.447
"1395","EMILIN1","TIMP1",0.405
"1396","EMILIN1","LAMB1",0.574
"1397","EMILIN1","PCOLCE",0.472
"1398","EMILIN1","LTBP2",0.476
"1399","EMILIN1","TIMP3",0.438
"1400","EMILIN1","FBN1",0.495
"1401","EMILIN1","PLAUR",0.543
"1402","EMILIN1","FN1",0.533
"1403","EMILIN1","PLAU",0.564
"1404","EMILIN1","ITGAM",0.553
"1405","EMILIN1","LAMA2",0.587
"1406","EMP3","LGALS1",0.748
"1407","EMP3","TIMP1",0.466
"1408","EMP3","S100A4",0.409
"1409","EMP3","FXYD5",0.577
"1410","ENTPD1","TLR2",0.479
"1411","ENTPD1","IL18",0.457
"1412","ENTPD1","F3",0.435
"1413","ENTPD1","FCGR2B",0.448
"1414","ENTPD1","FCGR1A",0.481
"1415","ENTPD1","FAS",0.466
"1416","ENTPD1","FCGR3B",0.564
"1417","ENTPD1","ITGAM",0.619
"1418","ENTPD1","PDE1A",0.679
"1419","EPHA3","ISLR",0.417
"1420","EPHA3","ROBO1",0.553
"1421","EPHX2","LOX",0.618
"1422","EPHX2","FMO1",0.428
"1423","EPHX2","PLPPR4",0.751
"1424","F13A1","LAMA4",0.45
"1425","F13A1","PROS1",0.4
"1426","F13A1","THBS2",0.4
"1427","F13A1","ITGAM",0.478
"1428","F13A1","VSIG4",0.479
"1429","F13A1","MNDA",0.504
"1430","F13A1","SERPINE2",0.569
"1431","F13A1","FN1",0.783
"1432","F3","PLAT",0.932
"1433","F3","SERPINE1",0.902
"1434","F3","PXDN",0.409
"1435","F3","SERPINF1",0.662
"1436","F3","TLR2",0.639
"1437","F3","SERPING1",0.521
"1438","F3","IL18",0.449
"1439","F3","OLR1",0.409
"1440","F3","SERPINA1",0.451
"1441","F3","SERPINB2",0.486
"1442","F3","S100A10",0.495
"1443","F3","IGFBP3",0.5
"1444","F3","PROS1",0.609
"1445","F3","ITGAM",0.621
"1446","F3","FN1",0.711
"1447","F3","PLAUR",0.742
"1448","F3","PLAU",0.829
"1449","FAP","PLAUR",0.463
"1450","FAP","LOX",0.474
"1451","FAP","THBS2",0.484
"1452","FAP","S100A4",0.484
"1453","FAP","SULF1",0.495
"1454","FAP","LUM",0.505
"1455","FAP","PDGFRB",0.522
"1456","FAP","MFAP5",0.524
"1457","FAP","PLAU",0.601
"1458","FAP","THY1",0.641
"1459","FAP","FN1",0.705
"1460","FAS","PXDN",0.463
"1461","FAS","IL18",0.42
"1462","FAS","THY1",0.481
"1463","FAS","TNFRSF21",0.507
"1464","FAS","FCGR2B",0.529
"1465","FAS","MSN",0.672
"1466","FAS","TLR7",0.447
"1467","FAS","TGFBI",0.483
"1468","FAS","FCGR3B",0.678
"1469","FAS","ITGAM",0.556
"1470","FBN1","SNAI2",0.612
"1471","FBN1","NID2",0.465
"1472","FBN1","TIMP1",0.519
"1473","FBN1","LAMB1",0.539
"1474","FBN1","PCOLCE",0.444
"1475","FBN1","SERPINE1",0.431
"1476","FBN1","MGP",0.412
"1477","FBN1","LAMA4",0.536
"1478","FBN1","LOX",0.898
"1479","FBN1","SPARC",0.591
"1480","FBN1","PRRX1",0.525
"1481","FBN1","PTGIS",0.458
"1482","FBN1","PXDN",0.426
"1483","FBN1","SULF1",0.408
"1484","FBN1","MMP7",0.543
"1485","FBN1","PDGFRB",0.546
"1486","FBN1","LOXL1",0.888
"1487","FBN1","LTBP2",0.887
"1488","FBN1","VCAN",0.91
"1489","FBN1","TIMP3",0.61
"1490","FBN1","LUM",0.972
"1491","FBN1","FSTL1",0.506
"1492","FBN1","TNFRSF11B",0.411
"1493","FBN1","MMP1",0.683
"1494","FBN1","PRELP",0.424
"1495","FBN1","TGFBI",0.432
"1496","FBN1","OMD",0.468
"1497","FBN1","SERPINH1",0.476
"1498","FBN1","TAGLN",0.481
"1499","FBN1","THBS2",0.494
"1500","FBN1","LAMA2",0.5
"1501","FBN1","TGFB1I1",0.511
"1502","FBN1","OGN",0.525
"1503","FBN1","MFAP5",0.976
"1504","FBN1","FN1",0.982
"1505","FBN1","MFAP2",0.997
"1506","FCGR1A","SERPINE1",0.452
"1507","FCGR1A","TREM1",0.699
"1508","FCGR1A","IL1RN",0.418
"1509","FCGR1A","TLR2",0.632
"1510","FCGR1A","SERPING1",0.401
"1511","FCGR1A","IL18",0.401
"1512","FCGR1A","FN1",0.503
"1513","FCGR1A","FCGR2B",0.838
"1514","FCGR1A","MNDA",0.418
"1515","FCGR1A","VSIG4",0.415
"1516","FCGR1A","TNFSF11",0.527
"1517","FCGR1A","TLR7",0.561
"1518","FCGR1A","TREM2",0.711
"1519","FCGR1A","ITGAM",0.851
"1520","FCGR1A","FCGR3B",0.872
"1521","FCGR1A","FCGR1B",0.999
"1522","FCGR1B","SERPING1",0.418
"1523","FCGR1B","MNDA",0.433
"1524","FCGR2B","PXDN",0.473
"1525","FCGR2B","TLR2",0.727
"1526","FCGR2B","IL18",0.628
"1527","FCGR2B","THY1",0.479
"1528","FCGR2B","FN1",0.584
"1529","FCGR2B","TREM2",0.476
"1530","FCGR2B","MNDA",0.484
